;;;;;;;h;h;MW/m2;MW/m2;MW/m2;m2;m2;m2;m2;;;;Mapping;;;
ID;NASA_Lat;NASA_Long;DEC_Lat;DEC_Long;CNTR_ID;class;VLH_wind;VLH_pv;a_spec_pv_r;a_spec_pv_u;a_spec_won;pv_area;wind_area;both_area;all_area;wind_wvlh;pv_wvlh;lu_not;_id1;_c;_id2;_won23
Lat275Lon299;275;299;47,5;6,875;FR;3;2325,27025;1047,016803;0,000296918;0,00029084;2,53665E-05;276440064;1130734592;1722368;1408897024;0,004228485;0,004563757;1;Lat275Lon299;FR;Lat275Lon299;Won_3
Lat275Lon300;275;300;47,5;7,5;FR;3;1811,95048;1054,844276;0,000294715;0,000288682;3,25528E-05;385810432;793150464;861184;1179822080;0,003295017;0,004597876;1;Lat275Lon300;FR;Lat275Lon300;Won_3
Lat275Lon301;275;301;47,5;8,125;CH;3;1695,37614;1059,176449;0,000293509;0,000287501;3,47911E-05;440926208;989500416;7750656;1438177280;0,09328304;0,061110259;1;Lat275Lon301;CH;Lat275Lon301;Won_3
Lat275Lon302;275;302;47,5;8,75;CH;3;1624,45102;1033,706833;0,000300741;0,000294585;3,63101E-05;515849216;910271488;9473024;1435593728;0,089380596;0,059640764;1;Lat275Lon302;CH;Lat275Lon302;Won_3
Lat275Lon303;275;303;47,5;9,375;CH;3;1348,6387;1029,166448;0,000302068;0,000295884;4,3736E-05;350501888;469345280;4305920;824153088;0,074204842;0,059378802;1;Lat275Lon303;CH;Lat275Lon303;Won_3
Lat275Lon304;275;304;47,5;10;DE;3;1385,60099;1051,680235;0,000295601;0,00028955;4,25693E-05;114537472;402172928;47365120;564075520;0,00409429;0,007591771;1;Lat275Lon304;DE;Lat275Lon304;Won_3
Lat275Lon305;275;305;47,5;10,625;AT;3;1304,68425;1060,843474;0,000293048;0,000287049;4,52094E-05;74923008;213573632;24113152;312609792;0,022138056;0,029687058;1;Lat275Lon305;AT;Lat275Lon305;Won_3
Lat275Lon306;275;306;47,5;11,25;DE;3;927,446691;1046,688448;0,000297011;0,000290931;6,35983E-05;68033536;272995328;12056576;353085440;0,002740497;0,007555737;1;Lat275Lon306;DE;Lat275Lon306;Won_3
Lat275Lon307;275;307;47,5;11,875;AT;3;878,970093;1062,212702;0,00029267;0,000286679;6,71058E-05;53393408;211851264;12917760;278162432;0,014914481;0,029725375;1;Lat275Lon307;AT;Lat275Lon307;Won_3
Lat275Lon308;275;308;47,5;12,5;AT;3;948,359482;1061,488236;0,00029287;0,000286875;6,21958E-05;31863808;217018368;54254592;303136768;0,01609189;0,029705101;1;Lat275Lon308;AT;Lat275Lon308;Won_3
Lat275Lon309;275;309;47,5;13,125;AT;3;866,885873;1048,669101;0,00029645;0,000290382;6,80413E-05;67172352;255771648;17223680;340167680;0,014709435;0,029346365;1;Lat275Lon309;AT;Lat275Lon309;Won_3
Lat275Lon310;275;310;47,5;13,75;AT;3;1068,28734;1058,840081;0,000293603;0,000287592;5,52136E-05;24113152;134344704;6028288;164486144;0,018126842;0,029630994;1;Lat275Lon310;AT;Lat275Lon310;Won_3
Lat275Lon311;275;311;47,5;14,375;AT;3;1301,42876;1047,656786;0,000296737;0,000290662;4,53225E-05;8611840;167069696;8611840;184293376;0,022082816;0,029318037;1;Lat275Lon311;AT;Lat275Lon311;Won_3
Lat275Lon312;275;312;47,5;15;AT;3;1466,60775;1041,579365;0,000298468;0,000292358;4,0218E-05;37892096;303997952;1722368;343612416;0,024885595;0,029147964;1;Lat275Lon312;AT;Lat275Lon312;Won_3
Lat275Lon313;275;313;47,5;15,625;AT;3;1837,13565;1038,927344;0,00029923;0,000293105;3,21065E-05;24113152;324666368;6028288;354807808;0,031172762;0,029073748;1;Lat275Lon313;AT;Lat275Lon313;Won_3
Lat275Lon314;275;314;47,5;16,25;AT;3;2672,41209;1042,289941;0,000298265;0,000292159;2,20714E-05;177403904;1057533952;2583552;1237521408;0,045345844;0,029167849;1;Lat275Lon314;AT;Lat275Lon314;Won_3
Lat276Lon281;276;281;48;-4,375;FR;2;2682,3786;1068,38208;0,00029098;0,000285024;2,19894E-05;114537472;98174976;7750656;220463104;0,004877884;0,004656885;1;Lat276Lon281;FR;Lat276Lon281;Won_2
Lat276Lon282;276;282;48;-3,75;FR;2;3121,45875;1059,959055;0,000293293;0,000287289;1,88963E-05;150707200;323805184;8611840;483124224;0,005676347;0,00462017;1;Lat276Lon282;FR;Lat276Lon282;Won_2
Lat276Lon283;276;283;48;-3,125;FR;2;2982,44114;1060,843719;0,000293048;0,000287049;1,97771E-05;149846016;705309696;4305920;859461632;0,005423545;0,004624027;1;Lat276Lon283;FR;Lat276Lon283;Won_2
Lat276Lon284;276;284;48;-2,5;FR;2;2857,05867;1064,06138;0,000292162;0,000286181;2,0645E-05;119704576;642443264;17223680;779371520;0,005195538;0,004638052;1;Lat276Lon284;FR;Lat276Lon284;Won_2
Lat276Lon285;276;285;48;-1,875;FR;3;2835,585976;1062,077751;0,000292708;0,000286716;2,08013E-05;316915712;379782144;3444736;700142592;0,00515649;0,004629405;1;Lat276Lon285;FR;Lat276Lon285;Won_3
Lat276Lon286;276;286;48;-1,25;FR;3;2777,913376;1053,940164;0,000294968;0,000288929;2,12332E-05;139511808;277301248;12917760;429730816;0,005051613;0,004593935;1;Lat276Lon286;FR;Lat276Lon286;Won_3
Lat276Lon287;276;287;48;-0,625;FR;3;2725,365736;1055,4742;0,000294539;0,000288509;2,16426E-05;148984832;206684160;7750656;363419648;0,004956056;0,004600622;1;Lat276Lon287;FR;Lat276Lon287;Won_3
Lat276Lon288;276;288;48;0;FR;3;2680,913592;1045,76097;0,000297275;0,000291189;2,20015E-05;192905216;496041984;6889472;695836672;0,00487522;0,004558284;1;Lat276Lon288;FR;Lat276Lon288;Won_3
Lat276Lon289;276;289;48;0,625;FR;3;2658,247592;1030,661687;0,00030163;0,000295455;2,21891E-05;93869056;614885376;3444736;712199168;0,004834002;0,004492468;1;Lat276Lon289;FR;Lat276Lon289;Won_3
Lat276Lon290;276;290;48;1,25;FR;3;2620,365504;1030,743117;0,000301606;0,000295432;2,25098E-05;74923008;395283456;861184;471067648;0,004765113;0,004492823;1;Lat276Lon290;FR;Lat276Lon290;Won_3
Lat276Lon291;276;291;48;1,875;FR;3;2548,063832;1033,18546;0,000300893;0,000294733;2,31486E-05;250604544;420257792;6889472;677751808;0,004633633;0,004503469;1;Lat276Lon291;FR;Lat276Lon291;Won_3
Lat276Lon292;276;292;48;2,5;FR;3;3103,18899;1037,922729;0,00029952;0,000293388;1,90075E-05;180848640;634692608;9473024;825014272;0,005643124;0,004524118;1;Lat276Lon292;FR;Lat276Lon292;Won_3
Lat276Lon293;276;293;48;3,125;FR;3;3013,84764;1038,607238;0,000299322;0,000293195;1,9571E-05;135205888;808651776;3444736;947302400;0,005480658;0,004527102;1;Lat276Lon293;FR;Lat276Lon293;Won_3
Lat276Lon294;276;294;48;3,75;FR;3;2946,83561;1034,836941;0,000300413;0,000294263;2,0016E-05;147262464;1177238528;5167104;1329668096;0,005358797;0,004510668;1;Lat276Lon294;FR;Lat276Lon294;Won_3
